-755.00		-108039.00
25268.00	-13494.00
24014.00	-14568.00
23298.00	-15464.00
22044.00	-17613.00
21507.00	-20119.00
21686.00	-27640.00
21686.00	-30505.00
21865.00	-33012.00
22761.00	-35161.00
23656.00	-37489.00
24372.00	-39816.00
25984.00	-42144.00
27058.00	-43040.00
28849.00	-45009.00
31535.00	-45367.00
33504.00	-45367.00
35832.00	-44830.00
37623.00	-45905.00
36907.00	-46621.00
36011.00	-47695.00
35474.00	-48770.00
35116.00	-50739.00
35116.00	-52351.00
35295.00	-54500.00
35653.00	-56111.00
36369.00	-58081.00
37444.00	-61125.00
38697.00	-63095.00
38876.00	-64348.00
39593.00	-66318.00
40667.00	-69362.00
41383.00	-71869.00
41383.00	-76345.00
41562.00	-79568.00
41562.00	-81717.00
41204.00	-84761.00
40488.00	-87268.00
39414.00	-89417.00
38697.00	-90312.00
38160.00	-92103.00
36728.00	-93893.00
35653.00	-95147.00
34579.00	-96579.00
32967.00	-98012.00
31356.00	-98907.00
30281.00	-99802.00
28670.00	-100698.00
27774.00	-101056.00
25984.00	-101772.00
24372.00	-102667.00
22403.00	-103384.00
20433.00	-104100.00
17926.00	-104816.00
16135.00	-105353.00
13449.00	-106070.00
11122.00	-106428.00
8078.00		-106965.00
5750.00		-107323.00
2527.00		-107860.00
736.00		-108039.00
736.00		-108034.00
-747.00		-108034.00
-755.00		-107960.00
